WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	Estimates Start After
998	NGDPRPPPPC	European Union	Gross domestic product per capita, constant prices	Purchasing power parity; 2021 international dollar	Units		40,981.155	41,831.359	42,259.031	42,594.683	43,602.097	44,363.831	45,876.000	47,230.439	47,491.387	45,367.788	46,210.655	47,026.330	46,623.757	46,552.576	47,278.507	48,311.690	49,156.029	50,549.348	51,579.744	52,503.312	

International Monetary Fund, World Economic Outlook Database, October 2024
