"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
"St. Lucia","362","Financial Markets Access Index","FD_FMA_IX","Value","0.387880325317383","0.38445571064949","0.399700075387955","0.435672730207443","0.402237892150879","0.376222938299179","0.345667719841003","0.385448604822159","0.443979263305664","0.48249951004982","0.455734968185425","0.461613059043884","0.435395985841751","0.489292591810226","0.5","0.483895838260651","0.495746284723282","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5",
"St. Lucia","362","Financial Markets Efficiency Index","FD_FME_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"St. Vincent and the Grenadines","364","Financial Development Index","FD_FD_IX","Value","0.186711192131043","0.191803261637688","0.172433018684387","0.180693849921227","0.151784941554069","0.155883878469467","0.144688934087753","0.149072647094727","0.158904820680618","0.153493270277977","0.141706183552742","0.147961661219597","0.145026698708534","0.137949436903","0.14291113615036","0.162788435816765","0.164214625954628","0.168710187077522","0.170125052332878","0.174502402544022","0.175783962011337","0.170162573456764","0.167498394846916","0.166390895843506","0.173887372016907","0.190469548106193","0.194365277886391","0.198485672473907","0.186721712350845","0.223513230681419","0.19790518283844","0.200422868132591","0.194908618927002","0.20636248588562","0.202803418040276","0.198352813720703","0.192659765481949","0.197358012199402","0.197294592857361","0.201976954936981","0.202888950705528","0.202525392174721",
"St. Vincent and the Grenadines","364","Financial Institutions Index","FD_FI_IX","Value","0.366099268198013","0.376083672046661","0.33810293674469","0.35430058836937","0.297616630792618","0.305653721094132","0.283702939748764","0.292298406362534","0.311577141284943","0.300966292619705","0.277854412794113","0.290120035409927","0.284365206956863","0.270488262176514","0.280217051506042","0.319192051887512","0.321988493204117","0.330803275108337","0.333577513694763","0.342160522937775","0.34467339515686","0.333651095628738","0.328427225351334","0.326255679130554","0.340954601764679","0.373468577861786","0.381107240915299","0.389186412096024","0.366119891405106","0.438259899616242","0.388048201799393","0.392984807491302","0.382172614336014","0.404631108045578","0.397652566432953","0.388925909996033","0.377763092517853","0.386975318193436","0.386850953102112","0.3960320353508","0.397820264101028","0.397107392549515",
"St. Vincent and the Grenadines","364","Financial Markets Index","FD_FM_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"St. Vincent and the Grenadines","364","Financial Institutions Access Index","FD_FIA_IX","Value","0.172557085752487","0.179789826273918","0.15416893362999","0.165291801095009","0.131718158721924","0.136087313294411","0.123998917639255","0.128275781869888","0.139835193753242","0.132524594664574","0.121060580015182","0.126489788293839","0.12361304461956","0.117080762982368","0.121219128370285","0.141839027404785","0.141184136271477","0.144356474280357","0.145594000816345","0.14818799495697","0.150058627128601","0.145388454198837","0.142878621816635","0.141555264592171","0.152457550168037","0.151204124093056","0.155651286244392","0.171483904123306","0.170547306537628","0.356197714805603","0.364128589630127","0.362426847219467","0.332973837852478","0.383852988481522","0.380594819784164","0.388109683990479","0.348232358694076","0.350411355495453","0.347382068634033","0.344632834196091","0.342250317335129","0.34090718626976",
"St. Vincent and the Grenadines","364","Financial Institutions Efficiency Index","FD_FIE_IX","Value","0.808526337146759","0.822575747966766","0.763139069080353","0.785748362541199","0.669593274593353","0.672161519527435","0.631388902664185","0.630132079124451","0.66934871673584","0.6121426820755","0.555998980998993","0.56428062915802","0.549791991710663","0.509091734886169","0.52006071805954","0.594297409057617","0.571126937866211","0.571504950523376","0.574494898319244","0.571015179157257","0.581589639186859","0.572337508201599","0.563398897647858","0.559359014034271","0.619518458843231","0.599626541137695","0.591802656650543","0.6189985871315","0.506371319293976","0.510032415390015","0.509542047977448","0.510807991027832","0.507836222648621","0.506568729877472","0.508059501647949","0.502975344657898","0.502680063247681","0.505205512046814","0.506909072399139","0.507769525051117","0.509920537471771","0.512463629245758",
"St. Vincent and the Grenadines","364","Financial Markets Depth Index","FD_FMD_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"St. Vincent and the Grenadines","364","Financial Markets Access Index","FD_FMA_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"St. Vincent and the Grenadines","364","Financial Markets Efficiency Index","FD_FME_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Suriname","366","Financial Development Index","FD_FD_IX","Value","0.135048866271973","0.142096742987633","0.152918070554733","0.158244103193283","0.162538975477219","0.173150181770325","0.177453070878982","0.172820076346397","0.17397004365921","0.181724354624748","0.165078520774841","0.165609106421471","0.163684993982315","0.152172818779945","0.096735343337059","0.079549103975296","0.100027106702328","0.110760383307934","0.118752524256706","0.116871803998947","0.110391169786453","0.113272316753864","0.131679460406303","0.131966605782509","0.146684065461159","0.161554232239723","0.162626415491104","0.174327105283737","0.178612858057022","0.183776810765266","0.187396585941315","0.188422575592995","0.192206785082817","0.198831424117088","0.204715386033058","0.201960623264313","0.19787147641182","0.2045057117939","0.192497223615646","0.201023980975151","0.196079254150391","0.182740271091461",
"Suriname","366","Financial Institutions Index","FD_FI_IX","Value","0.261679619550705","0.275310277938843","0.296216189861298","0.306500315666199","0.314790010452271","0.33525151014328","0.34354567527771","0.334611594676971","0.336828947067261","0.35177081823349","0.31964835524559","0.320669561624527","0.316951960325241","0.29446417093277","0.186520293354988","0.153121054172516","0.192989364266396","0.213447377085686","0.228859797120094","0.225372925400734","0.212712913751602","0.218218892812729","0.253654539585114","0.254087954759598","0.282427370548248","0.311338603496552","0.313558787107468","0.335956513881683","0.344365656375885","0.354222178459167","0.361183553934097","0.363180547952652","0.370516777038574","0.383149951696396","0.394481003284454","0.388748019933701","0.380069106817245","0.393681585788727","0.37087544798851","0.386077702045441","0.376004457473755","0.349849671125412",
"Suriname","366","Financial Markets Index","FD_FM_IX","Value","0.0031212829053402","0.00330993998795748","0.00362225342541933","0.00378128723241389","0.00391290755942464","0.0042576203122735","0.00440046470612288","0.00425025448203087","0.00428776117041707","0.00455036060884595","0.00403405632823706","0.00405318196862936","0.00399805465713143","0.00391298998147249","0.00315627967938781","0.00285710347816348","0.00314162159338593","0.00372917717322707","0.00398758519440889","0.00378677737899125","0.00373969785869122","0.0038830223493278","0.00453969417139888","0.00466931005939841","0.00518757198005915","0.00543343788012862","0.0053155655041337","0.00586029700934887","0.00585456611588597","0.00612343661487103","0.00625962391495705","0.00627437280490995","0.00635812524706125","0.00671440921723843","0.00692048668861389","0.00725200725719333","0.00791299715638161","0.00730876810848713","0.00656893011182547","0.00808574538677931","0.00846350844949484","0.00846350844949484",
"Suriname","366","Financial Institutions Depth Index","FD_FID_IX","Value","0.133604511618614","0.141679853200913","0.155048236250877","0.161855563521385","0.167489469051361","0.182244718074799","0.188359051942825","0.181929364800453","0.183534845709801","0.194775283336639","0.172675177454948","0.186278328299522","0.187306970357895","0.149254769086838","0.122765630483627","0.0986599996685982","0.111774735152721","0.145184561610222","0.151111900806427","0.118828371167183","0.105803333222866","0.140008270740509","0.160800665616989","0.134023830294609","0.157582432031631","0.158876776695251","0.132152929902077","0.148008301854134","0.15133935213089","0.14146900177002","0.140987202525139","0.142111286520958","0.138354003429413","0.148655652999878","0.152619555592537","0.168478325009346","0.188751071691513","0.173185870051384","0.153512939810753","0.160895764827728","0.16173829138279","0.143872991204262",
"Suriname","366","Financial Institutions Access Index","FD_FIA_IX","Value","0.121702618896961","0.129058584570885","0.141236081719398","0.147436991333961","0.152569025754929","0.166009828448296","0.171579480171204","0.165722578763962","0.16718502342701","0.177424132823944","0.157292768359184","0.158038511872292","0.155889049172401","0.152572259306908","0.123067185282707","0.111401952803135","0.122495666146278","0.145405173301697","0.155480816960335","0.147651091217995","0.145815387368202","0.151403799653053","0.177008226513863","0.182062104344368","0.20226976275444","0.214026838541031","0.234395995736122","0.252277612686157","0.249142035841942","0.276772230863571","0.288693994283676","0.292122185230255","0.311502456665039","0.331625580787659","0.351836949586868","0.335436284542084","0.350728124380112","0.360258609056473","0.348928809165955","0.34964594244957","0.332399070262909","0.316254824399948",
"Suriname","366","Financial Institutions Efficiency Index","FD_FIE_IX","Value","0.559676826000214","0.585415065288544","0.621883392333984","0.639115869998932","0.652557492256165","0.6831374168396","0.695125341415405","0.681733906269073","0.685027897357941","0.705934286117554","0.654670774936676","0.635352373123169","0.623355865478516","0.6066974401474","0.296796947717667","0.230570703744888","0.339352309703827","0.324808150529862","0.356274336576462","0.407826364040375","0.384871780872345","0.341263055801392","0.398188561201096","0.434884518384934","0.469676077365875","0.555889785289764","0.574749708175659","0.603659391403198","0.634404420852661","0.642828762531281","0.650404036045074","0.650530874729156","0.652904629707336","0.651055157184601","0.654454708099365","0.633781850337982","0.544679641723633","0.60497111082077","0.57027667760849","0.613507986068726","0.602305591106415","0.559964716434479",
"Suriname","366","Financial Markets Depth Index","FD_FMD_IX","Value","0.00820710323750973","0.00870315823704004","0.00952435564249754","0.00994251854717731","0.0102886008098722","0.01119499001652","0.0115705849602819","0.0111756213009358","0.0112742418423295","0.0119647216051817","0.0106071494519711","0.0106574399396777","0.010512487962842","0.010288817808032","0.00829912349581718","0.00751246977597475","0.0082605816423893","0.00980550050735474","0.0104849580675364","0.00995695497840643","0.00983316358178854","0.0102100213989615","0.0119366738945246","0.0122774867340922","0.0136402053758502","0.0142866848036647","0.013976750895381","0.0154090691357851","0.0153939994052052","0.0161009673029184","0.0164590589702129","0.0164978392422199","0.0167180579155683","0.0176548715680838","0.0181967318058014","0.0190684329718351","0.0208064410835504","0.0192176792770624","0.017272349447012","0.0212606620043516","0.0222539529204369","0.0222539529204369",
"Suriname","366","Financial Markets Access Index","FD_FMA_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Suriname","366","Financial Markets Efficiency Index","FD_FME_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Trinidad and Tobago","369","Financial Development Index","FD_FD_IX","Value","0.189637646079063","0.198720052838326","0.199208334088326","0.233559265732765","0.247610449790955","0.263416647911072","0.323652893304825","0.375889658927917","0.367426097393036","0.348293721675873","0.30135190486908","0.297203809022903","0.275165855884552","0.291219174861908","0.253975808620453","0.264474391937256","0.273569762706757","0.32427778840065","0.288189858198166","0.295517444610596","0.298148959875107","0.325007855892181","0.34375187754631","0.347669363021851","0.32517820596695","0.302299380302429","0.322261661291122","0.333672642707825","0.281274378299713","0.345218062400818","0.325198471546173","0.306746423244476","0.317658096551895","0.310969948768616","0.301635712385178","0.313918352127075","0.351040661334992","0.35344934463501","0.36441907286644","0.369316250085831","0.387548714876175","0.383228152990341",
"Trinidad and Tobago","369","Financial Institutions Index","FD_FI_IX","Value","0.306094795465469","0.33556392788887","0.347621917724609","0.415623843669891","0.442460834980011","0.4388307929039","0.493990898132324","0.51866739988327","0.479814618825912","0.464008092880249","0.440058767795563","0.441423684358597","0.43596151471138","0.428895533084869","0.401060968637466","0.41927644610405","0.419399112462997","0.491665542125702","0.445043683052063","0.453624397516251","0.46081930398941","0.509423732757568","0.542689681053162","0.555342853069305","0.516030728816986","0.477503776550293","0.469265788793564","0.51424115896225","0.423169314861298","0.502282619476318","0.480136960744858","0.451876938343048","0.474100917577743","0.473393887281418","0.472867608070373","0.484968543052673","0.539710879325867","0.552538812160492","0.575627505779266","0.604881763458252","0.638533473014832","0.634644687175751",
"Cambodia","522","Financial Markets Depth Index","FD_FMD_IX","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00223286752589047","0.00318293715827167","0.00335660111159086","0.00455628568306565","0.00472912192344666","0.00413100654259324","0.00390980020165443","0.00352992699481547","0.00304645369760692","0.00288846553303301","0.0032350136898458","0.00332408887334168","0.00317766703665257","0.00340287783183157","0.00418657111003995","0.00976477470248938","0.00971825141459703","0.03155068308115","0.0364012755453587","0.0324410498142242","0.0256130117923021","0.0233519170433283","0.0184615962207317","0.0190011635422707","0.0171498507261276","0.00848573073744774","0.00421114778146148","0.00421114778146148","0.00421114778146148",
"Sri Lanka","524","Financial Institutions Index","FD_FI_IX","Value","0.229397863149643","0.240179196000099","0.253709703683853","0.267132788896561","0.250402599573135","0.258884578943253","0.254388809204102","0.258442670106888","0.272720128297806","0.233680114150047","0.213083282113075","0.178706631064415","0.220040932297707","0.234267041087151","0.241705179214478","0.256289899349213","0.257984310388565","0.252946227788925","0.24643449485302","0.227833181619644","0.246687278151512","0.254878371953964","0.257598996162415","0.253778457641602","0.260808616876602","0.270145893096924","0.268071681261063","0.269504308700562","0.25952810049057","0.265795588493347","0.282092154026031","0.310278743505478","0.314093083143234","0.318178683519363","0.328606128692627","0.334317862987518","0.337080478668213","0.338633686304092","0.335777789354324","0.336291551589966","0.337976723909378","0.342261373996735",
"Sri Lanka","524","Financial Institutions Depth Index","FD_FID_IX","Value","0.0599231496453285","0.0636502951383591","0.0686272606253624","0.073846772313118","0.0677879974246025","0.0709742829203606","0.0693176165223122","0.0708375051617622","0.0765012055635452","0.07084921002388","0.0688616260886192","0.0473642274737358","0.0486952513456345","0.0528571866452694","0.0582639425992966","0.0983735024929047","0.0994803532958031","0.103677041828632","0.100506201386452","0.10212617367506","0.100734539330006","0.0996869206428528","0.102886125445366","0.104990713298321","0.111174538731575","0.115909859538078","0.117469392716885","0.116198688745499","0.102669782936573","0.0914855599403381","0.0915455967187881","0.113924220204353","0.107631400227547","0.107860557734966","0.113798446953297","0.123490758240223","0.130018308758736","0.133547618985176","0.140275582671165","0.141762211918831","0.147685959935188","0.146675199270248",
"Sri Lanka","524","Financial Institutions Access Index","FD_FIA_IX","Value","0.0943460017442703","0.100214213132858","0.108050189912319","0.116268061101437","0.106728814542293","0.111745469272137","0.109137125313282","0.111530117690563","0.12044732272625","0.103837162256241","0.0965114161372185","0.0847719833254814","0.0921886935830116","0.103034563362598","0.107801645994186","0.109005741775036","0.112567648291588","0.113490723073482","0.116052523255348","0.12158040702343","0.120971880853176","0.121981799602509","0.119915440678596","0.116094656288624","0.121540069580078","0.126383885741234","0.132237821817398","0.137655109167099","0.145105108618736","0.154578655958176","0.167994350194931","0.187366530299187","0.198191329836845","0.2051652520895","0.208361402153969","0.210056632757187","0.211088061332703","0.209214553236961","0.208107635378838","0.208314657211304","0.206897094845772","0.204287722706795",
"Denmark","128","Financial Markets Depth Index","FD_FMD_IX","Value","0.0258280634880066","0.0325645059347153","0.031298067420721","0.0541133210062981","0.0516368001699448","0.0974144339561462","0.101578265428543","0.10458792746067","0.127758279442787","0.19776739180088","0.164859071373939","0.166377797722816","0.141342028975487","0.186836615204811","0.201296463608742","0.190956875681877","0.233842477202415","0.316688060760498","0.382365375757217","0.362149626016617","0.500058472156525","0.419172197580338","0.310860127210617","0.350697487592697","0.402603089809418","0.447580605745316","0.531242728233337","0.609019160270691","0.589171826839447","0.644305527210236","0.656094610691071","0.656991899013519","0.664371728897095","0.649857759475708","0.62329626083374","0.647545754909515","0.61203145980835","0.631891548633575","0.601384103298187","0.618838310241699","0.657773852348328","0.609922528266907",
"Denmark","128","Financial Markets Efficiency Index","FD_FME_IX","Value","0.012149746529758","0.0113846752792597","0.0124253323301673","0.019646767526865","0.0259331073611975","0.123100534081459","0.146166115999222","0.13020433485508","0.229587137699127","0.429567515850067","0.375849634408951","0.276580363512039","0.577687382698059","0.61909031867981","0.677380442619324","0.575368821620941","0.587130427360535","0.577361762523651","0.838098883628845","0.703771889209747","0.992516338825226","0.957190692424774","0.52282452583313","0.445251852273941","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663","0.556139647960663",
"France","132","Financial Institutions Index","FD_FI_IX","Value","0.199970752000809","0.219550594687462","0.207397952675819","0.238274827599526","0.264440387487411","0.335221260786057","0.383578777313232","0.418811082839966","0.467041611671448","0.588453233242035","0.570181965827942","0.556963086128235","0.562294065952301","0.622301161289215","0.661961495876312","0.684239327907562","0.694386303424835","0.708546280860901","0.674328148365021","0.682684540748596","0.699488759040833","0.698092818260193","0.699497759342194","0.703536629676819","0.728148281574249","0.748853743076324","0.854118406772614","0.855474710464478","0.873215615749359","0.885478019714355","0.89564847946167","0.898164331912994","0.881543338298798","0.884737551212311","0.869349598884583","0.87524676322937","0.875278413295746","0.855018794536591","0.848021447658539","0.84684681892395","0.846422791481018","0.846819639205933",
"France","132","Financial Markets Index","FD_FM_IX","Value","0.0852960348129272","0.100860573351383","0.120304219424725","0.105124190449715","0.10954675078392","0.152194708585739","0.220053374767303","0.301096647977829","0.201852694153786","0.226525604724884","0.249047413468361","0.241977423429489","0.235835760831833","0.299002379179001","0.338189452886581","0.321083754301071","0.349273890256882","0.442484140396118","0.53051495552063","0.51073145866394","0.65687620639801","0.678160190582275","0.672529518604279","0.694640457630157","0.704865992069244","0.665925741195679","0.779178500175476","0.758251547813416","0.694533050060272","0.648778200149536","0.678359866142273","0.698823094367981","0.626581013202667","0.594899117946625","0.633413851261139","0.693378508090973","0.695139944553375","0.769253015518188","0.750993728637695","0.750992178916931","0.742219030857086","0.751046478748322",
"France","132","Financial Institutions Depth Index","FD_FID_IX","Value","0.156173393130302","0.171526655554771","0.162339121103287","0.187704384326935","0.21042700111866","0.272929936647415","0.315603256225586","0.347922325134277","0.388679891824722","0.532681405544281","0.513558149337769","0.502755701541901","0.531823992729187","0.629798829555511","0.683934330940247","0.692715167999268","0.702618598937988","0.709436178207397","0.675611913204193","0.689281761646271","0.705733358860016","0.696213066577911","0.694819867610931","0.694827735424042","0.697718322277069","0.705302476882935","0.715843617916107","0.725322782993317","0.734403789043427","0.747642457485199","0.751415431499481","0.753050029277802","0.754084944725037","0.755274176597595","0.748740673065186","0.751547813415527","0.760974228382111","0.768115937709808","0.772969722747803","0.778236508369446","0.818294763565063","0.803938388824463",
"France","132","Financial Institutions Access Index","FD_FIA_IX","Value","0.144510358572006","0.158717051148415","0.15021562576294","0.173686608672142","0.194712296128273","0.252547532320023","0.29203400015831","0.321939468383789","0.359653264284134","0.492900729179382","0.475205570459366","0.465209901332855","0.462629020214081","0.493917644023895","0.534937977790833","0.551591396331787","0.573289573192596","0.592135369777679","0.531336963176727","0.548328280448914","0.572795689105988","0.575750827789307","0.576088786125183","0.589561522006989","0.629898011684418","0.6669020652771","0.904702425003052","0.938817620277405","0.946103453636169","0.951041638851166","0.955415308475494","0.966847538948059","0.93938410282135","0.933161079883575","0.923174440860748","0.913509666919708","0.89769047498703","0.872300386428833","0.840215623378754","0.824884355068207","0.805887758731842","0.802387297153473",
"France","132","Financial Institutions Efficiency Index","FD_FIE_IX","Value","0.258653461933136","0.283788681030273","0.267134338617325","0.303215622901917","0.330006897449493","0.399287641048431","0.446708798408508","0.47747266292572","0.530329704284668","0.535755336284637","0.527085483074188","0.511463105678558","0.488476425409317","0.502975881099701","0.49730521440506","0.539120316505432","0.526204943656921","0.537650227546692","0.562208950519562","0.544087290763855","0.540857911109924","0.546325504779816","0.553231656551361","0.546734869480133","0.569000422954559","0.574549913406372","0.568867623806","0.504348158836365","0.543790102005005","0.559993803501129","0.584600150585175","0.573091924190521","0.553598761558533","0.573404610157013","0.542863786220551","0.575542569160461","0.585640847682953","0.539545774459839","0.556870520114899","0.568428337574005","0.532553732395172","0.5627161860466",
"France","132","Financial Markets Depth Index","FD_FMD_IX","Value","0.0256424751132727","0.0234064217656851","0.02631357870996","0.0362144857645035","0.048179991543293","0.084706537425518","0.116719715297222","0.12132877856493","0.123646445572376","0.175145849585533","0.149098336696625","0.165934279561043","0.146917656064034","0.21718829870224","0.243043839931488","0.244517847895622","0.294915735721588","0.402632266283035","0.391425430774689","0.661318898200989","0.784553110599518","0.757685720920563","0.751459836959839","0.786517918109894","0.834878623485565","0.838895380496979","0.972731292247772","0.975033938884735","0.848561108112335","0.845570087432861","0.860820114612579","0.798442482948303","0.803396463394165","0.83508175611496","0.820526599884033","0.906631112098694","0.910652756690979","0.955340921878815","0.904537975788116","0.904533803462982","0.904759347438812","0.904676675796509",
