,"Gross Domestic Product by Kind of Activity and Price Deflator-Annual",
,,""
"Period","Kind of Activity","Gross Domestic Product_Current Price(Million N.T.$)"
"1988","¡@CK. Manufacture of Other Chemical Products",17241
"1988","¡@CL. Manufacture of Pharmaceuticals and Medicinal Chemical Products",6984
"1988","¡@CM. Manufacture of Rubber Products",12739
"1988","¡@CN. Manufacture of Plastics Products",63641
"1988","¡@CO. Manufacture of Other Non-metallic Mineral Products",51626
"1988","¡@CP. Manufacture of Basic Metals",67193
"1988","¡@CQ. Manufacture of Fabricated Metal Products",73898
"1988","¡@CR. Manufacture of Electronic Parts and Components",65444
"1988","¡@CS. Manufacture of Computers, Electronic and Optical Products",66668
"1988","¡@CT. Manufacture of Electrical Equipment",59889
"1988","¡@CU. Manufacture of Machinery and Equipment",41855
"1988","¡@CV. Manufacture of Motor Vehicles and Parts",41549
"1988","¡@CW. Manufacture of Other Transport Equipment and Parts",37717
"1988","¡@CX. Manufacture of Furniture",17151
"1988","¡@CY. Other Manufacturing",73845
"1988","¡@DA. Electricity Supply",99886
"1988","¡@DB. Gas Supply",17591
"1988","¡@EA. Water Supply",8902
"1988","¡@EB. Remediation Activities",16594
"1988","¡@GA. Wholesale Trade",209685
"1988","¡@GB. Retail Trade",225035
"1988","¡@HA. Land Transportation",82624
"1988","¡@HB. Water Transportation",20017
"1988","¡@HC. Air Transport",19252
"1988","¡@HD. Support Activities for Transportation; Warehousing and Storage",36307
"1988","¡@HE. Postal and Courier Activities",7540
"1988","¡@IA. Accommodation",15981
"1988","¡@IB. Food and Beverage Service Activities",34657
"1988","¡@JA. Publishing, Motion Picture, Video and Music Production and Broadcasting Activities",14561
"1988","¡@JB. Telecommunications",55602
"1988","¡@JC. Related Service of Computer and Information",4542
"1988","K. Financial and Insurance Activities",187802
"1988","¡@KA. Financial Service Activities",134569
"1988","¡@KB. Insurance",33996
"1988","¡@KC. Security, Commodity Contracts and Activities Auxiliary to Financial Service Activities",19237
"1988","¡@LA. Real Estate Activities",21486
"1988","¡@LB. Ownership of Dwellings",185940
"1988","¡@NA. Rental and Leasing Activities",8551
"1988","¡@NB. Other Support Service Activities",7843
"1988","¡@QA. Human Health Activities",44249
"1988","¡@QB. Social Work Activities",2185
"1988","¡@SA. Activities of Membership Organizations",10217
"1988","¡@SB. Activities of Households as Employers of Domestic Personnel",19037
"1988","¡@SC. Other Personal Service Activities",48960
"1988","Total ( by production approach )",3611241
"1988","Statistical Discrepancy",4421
"1988","GDP",3615662
"1989","¡@AA. Agriculture, Horticulture and Agrarian Activities",112528
"1989","¡@AB.  Animal Husbandry",31126
"1989","¡@AC. Forestry",4316
"1989","¡@AD. Fishing and Aquaculture",45451
"1989","¡@CA.  Manufacture of Food Products and Prepared Animal Feeds",68876
"1989","¡@CB. Manufacture of Beverages and Tobacco Products",63032
"1989","¡@CC. Manufacture of Textiles",94990
"1989","¡@CD. Manufacture of Wearing Apparel and Clothing Accessories",51071
"1989","¡@CE. Manufacture of Leather, Fur and Related Products",39027
"1989","¡@CF. Manufacture of Wood and of Products of Wood and Bamboo Products",19987
"1989","¡@CG. Manufacture of Paper and Paper Products",36618
"1989","¡@CH. Printing and Reproduction of Recorded Media",19083
"1989","¡@CI. Manufacture of Petroleum and Coal Products",65994
"1989","¡@CJ. Manufacture of Chemical Materials",91051
"1989","¡@CK. Manufacture of Other Chemical Products",17714
"1989","¡@CL. Manufacture of Pharmaceuticals and Medicinal Chemical Products",7070
"1989","¡@CM. Manufacture of Rubber Products",13865
"1989","¡@CN. Manufacture of Plastics Products",72230
"1989","¡@CO. Manufacture of Other Non-metallic Mineral Products",59838
"1989","¡@CP. Manufacture of Basic Metals",76901
"1989","¡@CQ. Manufacture of Fabricated Metal Products",80826
"1989","¡@CR. Manufacture of Electronic Parts and Components",72542
