DATAFLOW,INDICATOR: Indicator,REF_AREA: Reference area,LOCATION: Degree of Urbanisation,DEPOSIT: Deposit,ECONOMIC_SECTOR: Economic Sector,PAYMENT_RATIO_TYPE: Payment Ratio Type,EXPENDITURE: Expenditure,UNIT_MEASURE: Unit of measure,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,UNIT_MULTIPLIER: Unit multiplier,RESPONSIBLE_AGENCY: Responsible agency,DATA_SOURCE: Data source
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,_T: Total,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2016,81242,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,_T: Total,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2017,89831,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,_T: Total,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2018,99544,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1996,4091,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1997,4509,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1998,5213,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1999,5471,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2000,5058,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2001,5365,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2002,5224,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2003,5926,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2004,6301,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2005,7909,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2006,8972,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2007,10406,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2008,13745,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2009,14420,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2010,15938,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2011,17994,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2012,18999,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2013,19376,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2014,19470,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2015,19516,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2016,20101,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2017,20986,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,AGRICULTURE: Agriculture,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2018,21913,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1996,929,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1997,1181,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1998,1484,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1999,1765,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2000,2255,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2001,2622,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2002,2955,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2003,3374,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2004,4027,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2005,4586,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2006,5541,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2007,6074,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2008,6441,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2009,6208,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2010,6913,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2011,7900,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2012,8552,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2013,9500,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2014,10384,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2015,11758,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2016,12995,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2017,14542,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,MANUFACTURING: Manufacturing,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2018,16275,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1996,387,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1997,412,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1998,396,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,1999,565,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2000,732,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2001,750,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2002,985,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2003,1106,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2004,1288,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2005,1631,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2006,1995,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2007,2338,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2008,2572,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2009,2694,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2010,2845,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2011,3029,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2012,3738,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2013,4400,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2014,5750,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2015,7178,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2016,9243,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CURRENT_PRICES_BY_SECTOR: GDP at Current Prices by Sector,ASIKHM: Cambodia,_Z: NA,_Z: NA,CONSTRUCTION: Construction,_Z: NA,_Z: NA,KHR: Cambodian Riels,A: Annual,2017,11169,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
