DATAFLOW,INDICATOR: Indicator,REF_AREA: Reference area,LOCATION: Degree of Urbanisation,DEPOSIT: Deposit,ECONOMIC_SECTOR: Economic Sector,PAYMENT_RATIO_TYPE: Payment Ratio Type,EXPENDITURE: Expenditure,UNIT_MEASURE: Unit of measure,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,UNIT_MULTIPLIER: Unit multiplier,RESPONSIBLE_AGENCY: Responsible agency,DATA_SOURCE: Data source
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,1996,256,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,1997,202,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,1998,-131,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,1999,103,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2000,-110,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2001,467,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2002,-143,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2003,279,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2004,-382,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2005,-106,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2006,234,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2007,454,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2008,532,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2009,541,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2010,632,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2011,632,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2012,340,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2013,343,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2014,344,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2015,336,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2016,329,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,CHANGES_IN_STOCK: Changes In Stock,KHR: Cambodian Riels,A: Annual,2017,322,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,1996,-2183,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,1997,-1483,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,1998,-1509,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,1999,-1643,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2000,-1678,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2001,-1337,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2002,-1723,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2003,-2119,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2004,-1690,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2005,-2105,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2006,-1945,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2007,-2529,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2008,-4500,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2009,-3974,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2010,-3857,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2011,-3847,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2012,161,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2013,-642,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2014,-117,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2015,362,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2016,671,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,NET_EXPORTS: Net Exports,KHR: Cambodian Riels,A: Annual,2017,1255,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,1996,2727,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,1997,3712,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,1998,3602,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,1999,5387,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2000,7020,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2001,8192,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2002,9259,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2003,10285,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2004,13174,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2005,15333,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2006,18275,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2007,20129,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2008,23281,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2009,20984,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2010,25298,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2011,30076,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2012,25036,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2013,27670,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2014,30761,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2015,34151,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
KH_NIS:DF_NA(1.1),GDP_AT_CONSTANT_PRICE_BY_EXPENDITURE: GDP at Constant Price by Expenditure,ASIKHM: Cambodia,_Z: NA,_Z: NA,_Z: NA,_Z: NA,EXPORTS_OF_GOODS_NON-FACTOR_SERVICES: Exports Of Goods Non-Factor Services,KHR: Cambodian Riels,A: Annual,2016,37421,9: Billions,MOP_NIS: Ministry of Planning,"ds_econ_72: MoP, NIS_National Accounts, Bulletin"
